,device,epoch,average_training_loss,average_validation_loss,training_acc,validaton_acc,training_time,validation_time
0,cuda:0,0,2.161371946334839,10225.1611328125,0.12846153846153846,0.1262135922330097,0.8182380199432373,1.0396316051483154
1,cuda:0,1,2.0975120067596436,2.3192145824432373,0.14,0.11650485436893203,0.7475097179412842,0.962693452835083
2,cuda:0,2,2.8623642921447754,2.242003917694092,0.1930769230769231,0.12135922330097086,0.720599889755249,0.9411568641662598
3,cuda:0,3,2.0158534049987793,2.2264928817749023,0.23461538461538461,0.2378640776699029,0.7086267471313477,0.9585170745849609
4,cuda:0,4,2.7166147232055664,2.0199806690216064,0.28692307692307695,0.2815533980582524,0.7159066200256348,0.9423575401306152
5,cuda:0,5,1.0804613828659058,1.3584955930709839,0.43846153846153846,0.49999999999999994,0.7390666007995605,0.9628045558929443
6,cuda:0,6,2.026602029800415,1.035940408706665,0.5146153846153846,0.5825242718446602,0.7413530349731445,0.9574155807495117
7,cuda:0,7,1.377164602279663,0.74620521068573,0.6138461538461538,0.6844660194174756,0.7067668437957764,0.9288756847381592
8,cuda:0,8,0.5181750059127808,0.8194453120231628,0.6976923076923077,0.6650485436893203,0.7425694465637207,0.9582943916320801
9,cuda:0,9,1.1720601320266724,0.7013879418373108,0.7438461538461538,0.6990291262135921,0.7715499401092529,0.9895250797271729
10,cuda:0,10,0.7067953944206238,0.8056308627128601,0.7653846153846153,0.7718446601941746,0.7184219360351562,0.9332928657531738
11,cuda:0,11,0.3471505641937256,1.3571999073028564,0.823076923076923,0.6844660194174756,0.7815549373626709,0.9864935874938965
12,cuda:0,12,0.27291595935821533,0.506995677947998,0.8407692307692307,0.8203883495145631,0.7426977157592773,0.9628243446350098
13,cuda:0,13,0.4948965907096863,0.26309987902641296,0.8676923076923077,0.8980582524271844,0.7467103004455566,0.9791533946990967
14,cuda:0,14,0.2723105549812317,1.0825985670089722,0.8969230769230769,0.7524271844660193,0.7080051898956299,0.9246172904968262
15,cuda:0,15,0.32978707551956177,0.7879430651664734,0.9007692307692308,0.8155339805825242,0.7403273582458496,0.9603292942047119
16,cuda:0,16,0.2106126993894577,0.19331231713294983,0.9092307692307692,0.9223300970873786,0.7414703369140625,0.9767844676971436
17,cuda:0,17,0.20860619843006134,1.2138997316360474,0.9153846153846154,0.8592233009708737,0.7391221523284912,0.9558413028717041
18,cuda:0,18,0.5927382111549377,0.7874274849891663,0.9184615384615384,0.8543689320388349,0.7365860939025879,0.9477300643920898
19,cuda:0,19,0.0998523086309433,0.7577019929885864,0.9261538461538461,0.8349514563106796,0.7561137676239014,0.9709877967834473
20,cuda:0,20,0.23065593838691711,2.0812668800354004,0.9446153846153846,0.7135922330097086,0.7135038375854492,0.944556713104248
21,cuda:0,21,0.3959283232688904,0.03898166865110397,0.9415384615384615,0.9029126213592232,0.7206556797027588,0.9379260540008545
22,cuda:0,22,0.39900991320610046,0.36591407656669617,0.9284615384615384,0.9271844660194174,0.743415117263794,0.9660294055938721
23,cuda:0,23,0.03359391540288925,0.05448320135474205,0.9353846153846154,0.8398058252427184,0.7155365943908691,0.9327640533447266
24,cuda:0,24,0.3269018530845642,0.06743822246789932,0.953076923076923,0.8883495145631067,0.7263250350952148,0.9408166408538818
25,cuda:0,25,0.16843068599700928,0.38745811581611633,0.9661538461538461,0.9417475728155339,0.7430868148803711,0.9657082557678223
26,cuda:0,26,0.017269469797611237,0.9343854188919067,0.9576923076923077,0.9223300970873786,0.7736165523529053,0.985692024230957
27,cuda:0,27,0.3562273383140564,0.6276050806045532,0.9546153846153846,0.8834951456310679,0.7533254623413086,0.9700860977172852
28,cuda:0,28,0.032892413437366486,0.011437014676630497,0.9653846153846154,0.9514563106796116,0.8139674663543701,1.042243480682373
29,cuda:0,29,0.15334919095039368,0.007384947966784239,0.9707692307692307,0.9466019417475727,0.7211208343505859,0.9318368434906006
30,cuda:0,30,0.08960305899381638,0.051910124719142914,0.9761538461538461,0.9223300970873786,0.7163853645324707,0.9271984100341797
31,cuda:0,31,0.10758644342422485,0.013121766038239002,0.963076923076923,0.9466019417475727,0.7376725673675537,0.9625554084777832
32,cuda:0,32,0.091923788189888,0.07125347852706909,0.9723076923076923,0.9417475728155339,0.7507293224334717,0.9699499607086182
33,cuda:0,33,0.0060117291286587715,1.5329163074493408,0.9746153846153847,0.9029126213592232,0.7066178321838379,0.9219813346862793
34,cuda:0,34,0.36863183975219727,0.5440649390220642,0.9730769230769231,0.9223300970873786,0.7461552619934082,0.963681697845459
35,cuda:0,35,0.012933550402522087,0.5308157205581665,0.9769230769230769,0.9417475728155339,0.750455379486084,0.9797422885894775
36,cuda:0,36,0.2969000041484833,0.9827971458435059,0.9723076923076923,0.9368932038834951,0.7972304821014404,1.0086288452148438
37,cuda:0,37,0.10046742111444473,0.4847288727760315,0.9607692307692308,0.8980582524271844,0.710505485534668,0.9169802665710449
38,cuda:0,38,0.549364447593689,0.009439301677048206,0.9592307692307692,0.8883495145631067,0.712449312210083,0.9243760108947754
39,cuda:0,39,0.0014406233094632626,0.03505599871277809,0.9769230769230769,0.9320388349514562,0.7351768016815186,0.9546055793762207
40,cuda:0,40,0.02351660467684269,0.026075130328536034,0.9807692307692307,0.9563106796116504,0.7131125926971436,0.9371199607849121
41,cuda:0,41,0.010258710011839867,0.0044810292311012745,0.9869230769230769,0.9417475728155339,0.7238051891326904,0.9358668327331543
42,cuda:0,42,0.007198570761829615,0.25889167189598083,0.9938461538461538,0.9417475728155339,0.7440328598022461,0.9578614234924316
43,cuda:0,43,0.0055356742814183235,1.1112157106399536,0.9915384615384616,0.9466019417475727,0.7461826801300049,0.9591484069824219
44,cuda:0,44,0.001473140437155962,0.02286512218415737,0.9930769230769231,0.9514563106796116,0.7088296413421631,0.9241170883178711
45,cuda:0,45,0.10087213665246964,0.08850289136171341,0.9923076923076923,0.9271844660194174,0.7622818946838379,0.9749319553375244
46,cuda:0,46,0.07823323458433151,0.0013669980689883232,0.9884615384615385,0.9320388349514562,0.7629246711730957,0.9808135032653809
47,cuda:0,47,0.007519422564655542,0.0011673165718093514,0.9846153846153847,0.9757281553398057,0.7666378021240234,0.9859447479248047
48,cuda:0,48,0.002351129427552223,0.5327633023262024,0.99,0.9466019417475727,0.7133259773254395,0.9319863319396973
49,cuda:0,49,0.2272222340106964,1.2379863262176514,0.9892307692307692,0.9368932038834951,0.7140522003173828,0.9301013946533203
50,cuda:0,50,0.09021765738725662,0.02692418359220028,0.9923076923076923,0.9611650485436892,0.7819564342498779,0.9973125457763672
51,cuda:0,51,0.0017341875936836004,0.004285884089767933,0.9930769230769231,0.9563106796116504,0.7406690120697021,0.9612534046173096
52,cuda:0,52,0.07357700914144516,0.00039931098581291735,0.9915384615384616,0.9708737864077669,0.7460789680480957,0.957834005355835
53,cuda:0,53,0.00012180600606370717,0.3207698464393616,0.9930769230769231,0.9660194174757281,0.7472093105316162,0.9686193466186523
54,cuda:0,54,0.0023479529190808535,0.02082514949142933,0.9938461538461538,0.9514563106796116,0.7788674831390381,0.9958300590515137
55,cuda:0,55,0.08097930252552032,0.0005267623928375542,0.9953846153846154,0.9611650485436892,0.8129405975341797,1.022439956665039
56,cuda:0,56,0.004659866448491812,0.24331296980381012,0.9846153846153847,0.9368932038834951,0.7213637828826904,0.9380593299865723
57,cuda:0,57,0.005174373276531696,0.00468769297003746,0.9930769230769231,0.9611650485436892,0.7102289199829102,0.927929162979126
58,cuda:0,58,0.0021323892287909985,0.004826240241527557,0.9907692307692307,0.9611650485436892,0.774620771408081,0.98929762840271
59,cuda:0,59,0.10336421430110931,0.004451884422451258,0.9815384615384616,0.9223300970873786,0.7813806533813477,0.991917610168457
60,cuda:0,60,0.00019442010670900345,0.20207414031028748,0.9784615384615385,0.9271844660194174,0.7649040222167969,0.9770321846008301
61,cuda:0,61,0.02571798302233219,1.931307077407837,0.9746153846153847,0.9077669902912621,0.7441656589508057,0.9570021629333496
62,cuda:0,62,0.16423314809799194,0.6080750823020935,0.9807692307692307,0.9466019417475727,0.7146966457366943,0.9229679107666016
63,cuda:0,63,0.048951875418424606,0.6736043691635132,0.9884615384615385,0.9611650485436892,0.7291934490203857,0.9527835845947266
