,device,epoch,training_epoch_loss,training_epoch_acc,training_epoch_time
0,cuda:0,0,5.948973178863525,0.27384615384615385,0.5237727165222168
1,cuda:0,0,4713.951171875,0.11214953271028036,0.7421269416809082
2,cuda:0,1,1.8882026672363281,0.42615384615384616,0.5234529972076416
3,cuda:0,1,20.35655975341797,0.11214953271028036,0.7409355640411377
4,cuda:0,2,43.01321792602539,0.6461538461538462,0.5179660320281982
5,cuda:0,2,14.302194595336914,0.22429906542056072,0.7400455474853516
6,cuda:0,3,1.8065404891967773,0.47384615384615386,0.5251877307891846
7,cuda:0,3,166.8964385986328,0.11214953271028036,0.7448101043701172
8,cuda:0,4,0.7812200784683228,0.6230769230769231,0.5202968120574951
9,cuda:0,4,0.6681144833564758,0.5700934579439252,0.7383208274841309
10,cuda:0,5,19.078304290771484,0.7323076923076923,0.5234229564666748
11,cuda:0,5,0.5852097868919373,0.8504672897196262,0.7495572566986084
12,cuda:0,6,0.5387544631958008,0.7261538461538461,0.512176513671875
13,cuda:0,6,0.7911109328269958,0.6915887850467289,0.7182714939117432
14,cuda:0,7,0.4324510097503662,0.8215384615384616,0.5023856163024902
15,cuda:0,7,0.6317522525787354,0.7476635514018691,0.7175097465515137
16,cuda:0,8,0.09971842169761658,0.823076923076923,0.531287670135498
17,cuda:0,8,0.36555215716362,0.7850467289719626,0.7445049285888672
18,cuda:0,9,9.659700393676758,0.8723076923076923,0.5180118083953857
19,cuda:0,9,0.16979576647281647,0.8878504672897196,0.7446193695068359
20,cuda:0,10,0.4055723249912262,0.8676923076923077,0.5092453956604004
21,cuda:0,10,1.624855875968933,0.7663551401869159,0.7260215282440186
22,cuda:0,11,0.33079230785369873,0.8723076923076923,0.5184612274169922
23,cuda:0,11,1.4428929090499878,0.822429906542056,0.7335507869720459
24,cuda:0,12,5.548659324645996,0.9123076923076923,0.5239734649658203
25,cuda:0,12,0.47446057200431824,0.9158878504672896,0.7484421730041504
26,cuda:0,13,1.4799151420593262,0.8153846153846154,0.5288858413696289
27,cuda:0,13,0.8086242079734802,0.5046728971962616,0.7453930377960205
28,cuda:0,14,0.8594948053359985,0.8507692307692307,0.5189640522003174
29,cuda:0,14,1.6468555927276611,0.7850467289719626,0.7387650012969971
30,cuda:0,15,0.5490463972091675,0.8630769230769231,0.507636308670044
31,cuda:0,15,0.27680501341819763,0.8504672897196262,0.7229621410369873
32,cuda:0,16,0.18801084160804749,0.8969230769230769,0.5185680389404297
33,cuda:0,16,0.18253393471240997,0.8878504672897196,0.7345342636108398
34,cuda:0,17,1.7419815063476562,0.9307692307692308,0.5181455612182617
35,cuda:0,17,0.6828286647796631,0.8878504672897196,0.7349402904510498
36,cuda:0,18,0.012972439639270306,0.936923076923077,0.5139477252960205
37,cuda:0,18,0.011110341176390648,0.925233644859813,0.7332136631011963
38,cuda:0,19,0.0013641909463331103,0.9492307692307692,0.5152945518493652
39,cuda:0,19,0.39224642515182495,0.9439252336448597,0.7304012775421143
40,cuda:0,20,0.06520280987024307,0.9676923076923077,0.526505708694458
41,cuda:0,20,0.0032621114514768124,0.9439252336448597,0.737562894821167
42,cuda:0,21,4.756987571716309,0.9738461538461538,0.5033595561981201
43,cuda:0,21,0.03885240852832794,0.9532710280373831,0.716681718826294
44,cuda:0,22,0.5127488970756531,0.9215384615384615,0.5162818431854248
45,cuda:0,22,0.46473225951194763,0.8971962616822429,0.7321627140045166
46,cuda:0,23,0.2504362165927887,0.9538461538461539,0.5323426723480225
47,cuda:0,23,1.1666964292526245,0.925233644859813,0.7448952198028564
48,cuda:0,24,0.23059573769569397,0.9753846153846154,0.5110793113708496
49,cuda:0,24,1.4265929460525513,0.9532710280373831,0.7187275886535645
50,cuda:0,25,0.005318482872098684,0.9723076923076923,0.5219252109527588
51,cuda:0,25,0.0035062439274042845,0.9345794392523363,0.7354583740234375
52,cuda:0,26,0.010842443443834782,0.9769230769230769,0.5079145431518555
53,cuda:0,26,0.8746511340141296,0.9532710280373831,0.7195379734039307
54,cuda:0,27,0.21668978035449982,0.9723076923076923,0.5076713562011719
55,cuda:0,27,0.0004356630379334092,0.925233644859813,0.7222301959991455
56,cuda:0,28,0.046121273189783096,0.9738461538461538,0.5025365352630615
57,cuda:0,28,0.22053784132003784,0.9065420560747662,0.7188980579376221
58,cuda:0,29,0.1285959929227829,0.9923076923076923,0.5247616767883301
59,cuda:0,29,0.27707645297050476,0.9532710280373831,0.7419042587280273
60,cuda:0,30,0.7932632565498352,0.9892307692307692,0.5067188739776611
61,cuda:0,30,0.21624022722244263,0.9532710280373831,0.7205510139465332
62,cuda:0,31,0.05345647782087326,0.9584615384615385,0.5066850185394287
63,cuda:0,31,0.026434529572725296,0.9345794392523363,0.7333724498748779
64,cuda:0,32,0.1756155639886856,0.9692307692307692,0.5131270885467529
65,cuda:0,32,0.05480228364467621,0.9626168224299064,0.7319509983062744
66,cuda:0,33,0.004100015386939049,0.9830769230769231,0.5294380187988281
67,cuda:0,33,0.9153293967247009,0.9532710280373831,0.7486550807952881
