,device,epoch,average_training_loss,average_validation_loss,training_acc,validaton_acc,training_time,validation_time
0,cuda:0,0,18.11495018005371,179558.421875,0.10461538461538461,0.102803738317757,0.49889612197875977,0.6907737255096436
1,cuda:0,1,2.2009520530700684,2.3566179275512695,0.1523076923076923,0.09345794392523364,0.4887874126434326,0.68115234375
2,cuda:0,2,3.8529746532440186,140.64991760253906,0.1276923076923077,0.14018691588785046,0.5012001991271973,0.6967229843139648
3,cuda:0,3,4.109250545501709,3.0088729858398438,0.18307692307692308,0.18691588785046728,0.47300052642822266,0.6620521545410156
4,cuda:0,4,2.386462450027466,1.8656566143035889,0.25384615384615383,0.18691588785046728,0.49787163734436035,0.6849989891052246
5,cuda:0,5,1.8122491836547852,1.8211390972137451,0.31384615384615383,0.29906542056074764,0.4847242832183838,0.6844546794891357
6,cuda:0,6,1.6638654470443726,1.3300057649612427,0.3507692307692308,0.42990654205607476,0.4852633476257324,0.679041862487793
7,cuda:0,7,1.4836006164550781,1.5098358392715454,0.44153846153846155,0.5233644859813084,0.4896068572998047,0.688321590423584
8,cuda:0,8,2.2045722007751465,1.278725266456604,0.563076923076923,0.5700934579439252,0.4826838970184326,0.6829512119293213
9,cuda:0,9,1.14078950881958,1.0082652568817139,0.5661538461538461,0.6542056074766355,0.47743868827819824,0.6703691482543945
10,cuda:0,10,1.184382677078247,1.1244052648544312,0.6076923076923076,0.6542056074766355,0.5054850578308105,0.6985859870910645
11,cuda:0,11,1.4528748989105225,0.9134016633033752,0.6553846153846153,0.6448598130841121,0.49602437019348145,0.6888020038604736
12,cuda:0,12,0.6378306150436401,0.7147952318191528,0.6692307692307692,0.7663551401869159,0.4809424877166748,0.6791431903839111
13,cuda:0,13,1.1839712858200073,0.614111065864563,0.7092307692307692,0.7383177570093458,0.49112510681152344,0.6750659942626953
14,cuda:0,14,1.2906558513641357,0.7306874990463257,0.6907692307692308,0.8037383177570093,0.4845724105834961,0.6841809749603271
15,cuda:0,15,2.0803868770599365,0.7757341861724854,0.7507692307692307,0.8130841121495327,0.48671889305114746,0.6847894191741943
16,cuda:0,16,2.1208877563476562,0.4608830213546753,0.7338461538461538,0.7102803738317757,0.4852447509765625,0.6742479801177979
17,cuda:0,17,0.09815194457769394,0.5105229020118713,0.7861538461538462,0.794392523364486,0.5003736019134521,0.6954250335693359
18,cuda:0,18,3.3228917121887207,0.6200892925262451,0.8092307692307692,0.7383177570093458,0.48604679107666016,0.6754202842712402
19,cuda:0,19,1.0316343307495117,0.5706541538238525,0.6984615384615385,0.7383177570093458,0.49877214431762695,0.69150710105896
